rank,category,priority_score,date,type,title,chapter,selection_decision,production_issues,coverage_signals,next_action,catalog_url,pdf_url,source_note
44,Rebalance Coverage,87,1998-02-15,Source Lead,"February 15, 1998 Note From Strobe Talbott To Amb. Grossman",European Security Architecture,Include candidate,,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000090/C09000090.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000090/C09000090.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000090. Unclassified."
45,Rebalance Coverage,87,1998-03-26,Source Lead,Weekly Report from the Department of State,NATO-Russia and Partnership,Include candidate,,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000004/C09000004.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000004/C09000004.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000004. Confidential; Nodis."
46,Rebalance Coverage,87,1999-05-15,Source Lead,"Memorandum of Conversation: Meeting with President Ahtisaari, May 15, 1999",NATO-Russia and Partnership,Include candidate,,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000038/C09000038.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000038/C09000038.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000038. Secret."
47,Rebalance Coverage,87,2000-07-31,Source Lead,"July 31, 2000 Note From Strobe Talbott To the Secretary",NATO Strategy and Enlargement,Include candidate,,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000010/C09000010.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000010/C09000010.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000010. Confidential."
48,Rebalance Coverage,85,1994-01-01,Scout Lead,CSCE [Conference on Security and Cooperation in Europe] December 1994 [4],Crisis Security Files,Context candidate,,OSCE/CSCE architecture,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/147873135,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2014/2014-0846-F/42-t-7585511-20140846F-002-003-2019.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council Executive Secretary (Clinton Administration), William Itoh's Files, CSCE [Conference on Security and Cooperation in Europe] December 1994 [4], NAID 147873135."
49,Rebalance Coverage,85,1995-12-03,Memcon,Memorandum of Conversation with Spanish Prime Minister Felipe Gonzalez,Crisis Security Files,Include candidate,chronology,OSCE/CSCE architecture; NATO-EU/ESDI architecture,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/118881,https://clinton.presidentiallibraries.us/files/original/af632a0ca106bdddd19d802cd3a5ba6e.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Memcons - Memoranda of Conversation, Release 2015-0548-M, Item 118881. Confidential. Source pages: 10 pages counted."
50,Rebalance Coverage,85,1999-04-11,Source Lead,MESSAGE TO PRESIDENT YELTSIN REGARDING THE SITUATION IN KOSOVO,Crisis Security Files,Pending,selection,NATO-Russia thread; late-volume coverage,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000040/C09000040.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000040/C09000040.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000040. Confidential."
51,Rebalance Coverage,85,2000-12-04,Source Lead,"TFSRO2: KOSOVO: RUSSIAN REACTION TO NATO AIR STRIKES, JUNE 1",Crisis Security Files,Pending,selection,NATO-Russia thread; late-volume coverage,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000047/C09000047.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000047/C09000047.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000047. Unclassified."
52,Rebalance Coverage,83,1993-01-01,Scout Lead,Latvia/WTO [World Trade Organization]/[U.S. - European Union],Crisis Security Files,Pending,selection,NATO-EU/ESDI architecture,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/23901914,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585473/42-t-7585473-20111037F-007-015-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Keirn Brown's Files, Latvia/WTO [World Trade Organization]/[U.S. - European Union], NAID 23901914."
53,Rebalance Coverage,83,1997-01-21,Source Lead,"January 21, 1997 Note From Strobe Talbott To Barbara Larkin",NATO-Russia and Partnership,Pending,selection,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000069/C09000069.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000069/C09000069.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000069. Unclassified."
54,Rebalance Coverage,83,1997-02-27,Telcon,"Telephone call with President Boris Yeltsin of Russia, February 27, 1997, White House",NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; late-volume coverage; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential. Source pages: pages 87-89; 3 conversation pages."
55,Rebalance Coverage,83,1997-03-19,Source Lead,"March 19, 1997 Note From Strobe Talbott To Jeremy Rosner w/Attachment(s)",NATO-Russia and Partnership,Pending,selection,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000097/C09000097.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000097/C09000097.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000097. Unclassified."
56,Rebalance Coverage,83,1997-03-21,Source Lead,JOINT STATEMENT ON U.S.-RUSSIA ECONOMIC INITIATIVE,NATO-Russia and Partnership,Pending,selection,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000013/C09000013.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000013/C09000013.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000013. Unclassified."
57,Rebalance Coverage,83,1997-03-21,Memcon,Helsinki Afternoon Meeting with President Boris Yeltsin,NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; late-volume coverage; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret. Source pages: pages 124-127; 4 conversation pages."
58,Rebalance Coverage,83,1997-03-21,Memcon,Helsinki Morning Meeting with President Boris Yeltsin,NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; late-volume coverage; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret. Source pages: pages 105-115; 11 conversation pages."
59,Rebalance Coverage,83,1997-03-21,Memcon,Helsinki Private Dinner with President Boris Yeltsin,NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; late-volume coverage; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential. Source pages: pages 128-133; 6 conversation pages."
60,Rebalance Coverage,83,1997-03-21,Memcon,Helsinki Working Lunch with President Boris Yeltsin,NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; late-volume coverage; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret. Source pages: pages 116-123; 8 conversation pages."
61,Rebalance Coverage,83,1997-05-27,Memcon,"Meeting with President Boris Yeltsin of Russia, May 27, 1997, Paris, France",NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; late-volume coverage; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential. Source pages: pages 143-150; 8 conversation pages."
62,Rebalance Coverage,83,1997-06-20,Memcon,"Meeting with President Boris Yeltsin of Russia, June 20, 1997, Denver, Colorado",NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; late-volume coverage; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Secret. Source pages: pages 165-172; 8 conversation pages."
63,Rebalance Coverage,83,1997-07-21,Source Lead,"July 21, 1997 Note From Strobe Talbott To Ron Asmus w/Attachment(s)",NATO-Russia and Partnership,Pending,selection,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000095/C09000095.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000095/C09000095.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000095. Unclassified."
64,Rebalance Coverage,83,1997-07-27,Source Lead,"July 27, 1997 Note From Strobe Talbott To Jeremy Rosner w/Attachment(s)",NATO Strategy and Enlargement,Pending,selection,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000089/C09000089.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000089/C09000089.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000089. Unclassified."
65,Rebalance Coverage,83,1997-08-12,Source Lead,Using Hashimoto's speech.,NATO-Russia and Partnership,Pending,selection,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000007/C09000007.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000007/C09000007.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000007. Unclassified."
66,Rebalance Coverage,83,1997-10-17,Source Lead,"October 17, 1997 Letter From Strobe Talbott To Lina Sarello w/Attachment(s)",European Security Architecture,Pending,selection,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000052/C09000052.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000052/C09000052.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000052. Unclassified."
67,Rebalance Coverage,83,1997-10-17,Source Lead,"October 17, 2017 Letter From Strobe Talbott To Barbara Angrisano",European Security Architecture,Pending,selection,late-volume coverage; non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000051/C09000051.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000051/C09000051.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000051. Unclassified."
68,Rebalance Coverage,83,1997-10-30,Telcon,"Telephone call with President Boris Yeltsin of Russia, October 30, 1997, White House",NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; late-volume coverage; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2. Confidential. Source pages: pages 183-188; 6 conversation pages."
