date,washington_time,type,title,participants,countries,chapter,selection_decision,declassification,source_id,markings,source_pages,catalog_url,pdf_url,source_note,next_action
1994-02-19,,Context,Presidential Daily Diary reference: Bosnia briefing with administration officials,Bill Clinton; Warren Christopher; William Perry; John Shalikashvili,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870789; pages 53 and 58",Unclassified diary record,pages 53 and 58,https://catalog.archives.gov/id/147870789,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-003-009-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [02/14/1994-02/28/1994], NAID 147870789, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1994-02-20,,Context,Presidential Daily Diary reference: Bosnia calls with Woerner and Mitterrand,Bill Clinton; Manfred Woerner; Francois Mitterrand; Anthony Lake,United States; France; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870789; pages 62-63",Unclassified diary record,pages 62-63,https://catalog.archives.gov/id/147870789,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-003-009-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [02/14/1994-02/28/1994], NAID 147870789, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1994-02-21,,Context,Presidential Daily Diary reference: Bosnia and Sarajevo meeting and NATO-action statement,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870789; page 67",Unclassified diary record,page 67,https://catalog.archives.gov/id/147870789,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-003-009-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [02/14/1994-02/28/1994], NAID 147870789, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1994-02-28,,Release Packet,Summary of Conclusions on Bosnia,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 36-37",Secret,36-37,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-03-04,,Memcon,Memorandum of Conversation - President Leonid Kravchuk of Ukraine,Bill Clinton,United States; Russia; Ukraine,NATO-Russia and Partnership,Include candidate,Pending review,William J. Clinton Presidential Library; 101354,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101354,https://clinton.presidentiallibraries.us/files/original/e75539e8d49947e78cd0c87e88844e51.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2016-0122-M, Item 101354. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-03-08,,Release Packet,Summary of Conclusions on Bosnia,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 38-39",Secret; Secret,38-39,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-04-10,,Context,Presidential Daily Diary reference: NATO bombing in Bosnia and Yeltsin conference call,Bill Clinton; Boris Yeltsin,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870795; pages 50 and 53",Unclassified diary record,pages 50 and 53,https://catalog.archives.gov/id/147870795,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-004-003-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [04/01/1994-04/15/1994], NAID 147870795, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1994-04-10,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 40-41",Secret,40-41,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-04-10,,Telcon,"Telephone call with President Boris Yeltsin of Russia, April 10, 1994, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-1; 2015-0782-M-1; 2015-0782-M-1; 164-166",Confidential; Confidential,164-166,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-1; related packet(s): NARA NAID 40482516. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-04-18,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 42-43",Secret,42-43,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-04-20,,Telcon,Memorandum of Telephone Conversation - Prime Minister Jean Chretien of Canada,Bill Clinton,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101384,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/101384,https://clinton.presidentiallibraries.us/files/original/ea81be8195fb6b0d235c200226a74834.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0782-M-1, Item 101384. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1994-04-23,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia, 1:30 p.m.",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 45-46",Secret; Secret,45-46,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-04-23,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia, 5:00 p.m.",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 44",Secret,44,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-05-02,,Release Packet,Memorandum From Acting S/S Talbott to President Clinton: Your Appearance on CNN Tomorrow,Bill Clinton; Strobe Talbott,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000058 / F-2017-13804; 1-10",Unclassified; Unclassified; Nodis,1-10,https://foia.state.gov/search/results.aspx?searchText=C09000058,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000058/C09000058.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000058. Unclassified; Nodis.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-05-20,,Release Packet,Summary of Conclusions on Bosnia,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 47-48",Secret,47-48,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-05-31,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 49-50",Secret; Secret,49-50,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
